厚度,强度,浓度,温度,纯度
23.136233533284933,84.22783069216854,34.13195473294288,59.12453069847773,8.853215235526061
22.014689705196833,81.0534298737918,31.37710012566339,61.478213202244085,12.313130287172626
19.49464744263558,81.70649370834462,28.095440580553813,56.43680718587901,9.019723195447419
12.215434407032909,82.6428050443588,30.88916113670796,52.523997909824004,9.150478465021418
18.5183479315945,80.13533101598043,33.19074334679159,62.8991870109102,10.909559096856116
21.447199834223987,78.21334444965417,32.513102345366434,55.10553530161412,8.369068055041819
19.524266855599432,77.4630237163086,29.243306758683495,60.71781651055181,12.124032544623127
22.07685198208668,81.5985334643767,28.83635479019272,63.0993136043177,8.445520215252465
20.732306428406638,83.74302521767169,29.15030993595024,54.28772148460311,10.413343609798162
20.323246084220102,74.03530889732195,38.01273080072053,50.15063017036567,11.67646269432663
19.951520857577336,81.3374773292173,31.589106170674775,50.4960542003411,5.002038617400151
21.278295300692186,82.89230582172473,31.070582943432754,55.656672425716856,8.90035828176778
20.908794762693223,81.74650419803288,27.623354778952166,62.76279336789899,10.66157222665337
19.892138919438814,76.44439414888053,30.50935278031717,50.183535529633225,6.85396901618801
13.361811757098902,79.94139947713155,26.387947430797933,56.66135547545438,10.962154343828244
23.213222564628126,77.71797456220001,32.47784849942823,56.21486518360694,10.605073808849834
18.430002644232502,81.54579017728098,28.94635455061916,54.57303614367337,12.14545635791533
19.685526271567227,86.20017991361519,26.103290744308723,45.114256119303576,8.455683362828985
21.635083228093475,76.76272328102868,28.545337848810878,49.60624690188529,8.317766043284752
22.474292740443403,80.54959203053298,26.973040698169306,60.636880744545984,8.084039848022876
20.102823826200503,74.9578267047352,27.352645549804237,52.80074029531298,8.915884886148564
20.073638035142732,82.79694153760533,31.927515477697973,49.73286999532062,8.839224919705076
18.849484062642738,81.84782776283713,32.0440478943517,55.20767159638908,10.670614226542941
22.138321731987173,78.97866634171861,32.02076488113101,49.618214268359395,13.794581636728248
19.013106644595652,80.63585797096574,26.90344972538095,64.35942421518277,10.356110811642926
18.153708580627534,82.702794405673,27.831302481114747,48.882061532458486,10.609334040763978
20.51750882033017,81.7820779027053,30.700956516339065,55.82839022222484,10.840678641278322
17.78230060181905,83.81855828004922,34.4153910027548,57.19047584119363,6.940859586277704
17.976522610185853,81.61975005598924,31.70378060322449,64.88775574928376,11.391279259621
52.80382517387607,41.91439820501725,57.666814549794864,34.340670314033346,41.50075102390082
37.124672498697365,38.074075397538174,57.16576292624286,36.660764469979284,40.914142015489794
43.27775093831782,37.79404047718961,62.31144722833631,28.97507677654312,39.48069574019448
42.96217935145703,42.517343672511046,58.757894828989485,24.401691418670474,42.73300735021407
49.307240925170774,36.5623335878309,58.15420393269958,26.85853201823263,38.93208288723304
51.51448871628126,41.950586062189196,65.25916364546751,25.141241228331552,42.03947840236161
47.985270485390956,39.056640191720795,57.647929314691496,39.55218639519538,44.51750336102546
49.861456316341666,41.864470971934885,56.10474075489369,27.054943943485586,42.37395366183988
47.84511618225067,35.52395781087439,59.368103773388256,28.90252583141676,38.542195314945516
46.19634435101629,45.99157961993059,58.734540690927105,27.64179246014347,40.24014950951572
44.561846633941904,39.6798539054515,56.1520502829722,29.916127186042317,38.1081258672628
49.67137782915937,41.490906040075416,49.74216521351165,33.642227745922746,38.01986291825985
45.685464006120604,28.477576819994127,62.806972818719466,31.794624827421977,37.03200024256772
41.789363912460274,33.68955198578184,62.21368307556665,30.500516394395074,37.857097409306476
43.45790599472135,31.333092865426913,61.301325872915065,28.737896439909743,38.22278543368266
44.635603121866914,36.011136307096336,60.64946356874358,26.800974500986914,39.18964726965672
40.093765150851354,45.7535650284459,60.10762524566934,32.16385631352135,44.26623255690167
45.14975258900915,34.95678292606765,57.62291758427301,29.302756481436145,43.49100880123732
43.59491416606445,44.26014798868419,61.8714131132756,30.215106277178283,40.37557668087826
45.200656416052986,34.77210212701958,60.6232269089993,32.19116618050993,37.35112762995812
46.700213163143,40.44123476305755,62.53352021091716,33.51076393068121,38.080158423407994
48.82620598965067,31.56852777786035,58.807392677971116,31.794488040532503,39.682600558511815
45.5589643260258,34.72694112326098,59.120385742926004,33.84265939509142,41.56759436164875
47.59616769606145,37.29759375289618,59.704824724197636,29.205275682154657,40.45226118871359
45.35294183598566,39.85789022327672,54.85206801338915,30.868433252917427,40.53816379923685
42.841223147064795,41.62317903292596,55.65785339990472,30.53463490291366,45.93927025009479
49.11685865894485,30.943561888114694,59.084984826619134,33.529753363440506,39.99663742125481
42.10650765764978,36.10029373791258,53.85864755384803,29.514072485949534,37.296936090880585
48.35167905451007,32.233172477399165,67.20650030530092,30.871883601527024,39.176762646539736
42.27865562697407,46.80793358981096,57.96226227512649,32.93043723633639,36.95875492554631
43.325266139220616,32.81727745503916,62.04779780061762,33.68692229004581,41.47728340185084
46.14275962422533,37.07062969779254,64.52333132209715,36.867832301874344,40.66072475356809
40.45222783360201,44.21375491606027,62.70132070511288,27.89595958445922,38.301537433465796
48.769599849656004,36.29015614257,55.59305831622999,31.45120365501829,36.76852792098531
43.58601999919596,35.23190162703153,64.296926699437,27.471705826967234,43.2181141440881
46.30652392827193,44.52543840152925,57.034972810550926,33.77655297002653,39.78502327189082
49.289809392295666,44.71230406628056,52.46935158357676,29.957316647665753,35.69915042320591
41.53034859311514,45.28207303735916,54.764743379670875,30.218278140406518,44.62039669103808
47.42918062033238,36.14444336212707,62.248807933290635,31.736366367188378,35.99766247012484
50.18763951756377,48.528060903965624,65.655832893524,39.37070300490447,40.43164124074384
48.639279186160735,43.41335513487003,55.54813573172877,27.74672288152204,40.722598672690346
51.372137592650155,44.28440564914311,53.97359761726209,25.883102851559354,37.8796904662375
44.20134942586093,48.87522405304811,56.22395813318766,27.286619211172948,39.980128995843266
46.96490425826424,43.85022240988478,64.61365147218622,24.351843117469095,39.73423396265698
43.39500360914527,45.983674290544926,65.74887718557406,28.97889054224886,37.17199619465187
46.245992698399455,41.16212076469848,66.15296318213588,34.47884062728153,43.30939060135788
39.66556124197007,47.670366033683024,58.726572093567874,27.031939476100447,44.72422359590933
43.12447424073322,38.8855577088567,64.70407017916223,38.79886487979379,43.94698856510378
48.92844647586878,47.938681212898345,61.71825039599019,28.246405455630104,38.346359569496485
45.59271087601734,40.95063033771781,59.22840596557199,27.608242738756818,36.24923805064556
47.39586485961452,33.647716903421426,60.60793636091139,29.336419058761987,40.594930924638334
51.75257169134323,40.06174143010873,60.75661661415796,26.15030789342039,37.10283049919528
40.32776231000469,44.00294458091447,64.30292195832507,30.906891194523705,38.919835841186455
42.84434677216333,34.56278605122395,56.22064309437406,29.18986059169175,42.17091487472102
53.47181553494096,38.235904815697964,64.54240364396655,32.96455582163661,44.469555754768464
43.03491047219984,36.58581328502852,55.158110843733965,28.5126772079194,33.21024089189743
43.44138485442073,39.38027943456547,62.073517687834936,30.358714466774483,41.811006036626935
46.92633053880052,48.38616573033292,60.397493103706864,37.94120121375388,40.797541142051955
41.5312495118988,44.83395397099396,60.88815609138817,29.700965413446024,39.93051048816467
46.6854654324107,43.24029612054807,55.55408875590396,29.08517741922802,41.43588085816565
73.97267734320266,13.218773596871404,16.316429487388596,76.295217713822,70.44514311860802
69.87740047069272,13.977268372037656,26.84962346307224,72.39873990886996,75.45901949674277
70.74883606559969,14.814577432959597,19.907531274825647,76.77222572181466,77.63316124878551
66.61848183677496,12.506254355487506,12.382263790538467,72.44218740726235,69.45211641036111
77.16927752404145,15.846251107106678,19.80835196676394,69.82917771700843,70.66878671487899
70.59509412752939,17.594049972962175,12.292462125479371,71.80216499146427,75.94536198868212
73.98888549856544,14.429263746290514,22.89401985180722,75.64022362962312,69.22408812434156
64.78081336788216,11.379797105316717,25.24422895132179,72.9039059729684,64.0457583920031
73.55750774573785,19.910042917282478,25.44072668422298,71.6997352085198,72.90529459537967
69.66367601220394,13.518889479913925,24.103484184862353,73.23315553400806,68.94381417609274
64.69266540900361,13.253959789589128,26.442572792366825,80.06702982051911,73.21495262562559
71.35969376317561,13.649110212827932,19.76064314431628,75.16116428220153,69.57613979924432
70.46855125049566,19.21811385809758,20.350635113192002,72.08744622218518,74.5056802626091
78.34156527375131,14.530905892199057,23.294768452319314,78.1406219685753,76.57666333438138
66.81549288615336,17.31944127790832,25.51260198676404,74.79048403275152,62.65939469094975
71.66155043192974,11.089551492190719,18.09302253964151,77.34767717006635,68.7215960144389
68.9429042915744,9.778237698312903,21.24692009270819,76.0053514579011,66.74586569987851
69.06515481356863,17.330267408554782,5.61913984419361,76.15846538741404,71.05132378106457
68.48592209827805,15.012018486696324,21.959556424976945,73.84392930739398,70.16740291178121
70.38980778576371,12.197102112082474,10.393400585976204,73.49389972140595,72.3273557280894
68.10508880863591,9.469939411134307,22.565135988822657,77.253305886786,70.32213344206065
69.75738807567487,15.14068296227862,26.140977996648722,75.39154255413314,68.61276604732173
71.03198018944342,14.853364317725402,19.031195297653962,73.99871973861801,74.04400682845596
71.19771308523543,11.728852660487188,22.219038364318585,75.41388706598194,59.3502138382903
67.98093179427923,11.000335261143018,15.479172312456463,70.84637339106683,72.60111454987704
68.00711394016555,16.34976538658704,20.173821023577894,78.17008928164869,63.386003279840956
69.89947499178604,17.200349915930357,22.03913344383116,70.79307028992375,70.93314486744728
70.65507884333616,15.52377535351735,18.267356371320716,72.79649452545898,71.52925279246871
69.28601796271508,13.768192209330776,18.502503901498635,72.0710553895111,61.357148715067915
74.00992787217727,13.653202974201061,20.029283312762047,76.32672109986039,74.44744166477848
72.03451981354301,12.235390785986228,15.36642881353172,76.45881020529833,70.49729502858435
70.85066707560979,8.586525153484889,21.082549226580745,76.07621080279954,66.53634157221158
69.01478198006626,15.294595613091587,20.41493955947925,78.56223804983354,62.76283637102824
66.7428041257012,20.091054691297593,23.697987872856576,80.12032174679268,72.30069713624262
69.30111805097603,13.351216976081506,17.85390594199545,78.81508144528877,68.03404172345562
67.6682617728905,11.845622277870095,21.011799254998344,77.41112789333101,72.1273127661204
74.62410511869349,15.135616079159373,18.60751922367608,65.62468161857123,72.34263712274766
69.43069038071901,13.433990858636898,6.761550173892603,79.11885980512612,73.61996216880674
66.36315659093084,16.808821402446792,20.53815041436561,78.55666986415297,72.73132137216422
74.8665844509363,13.838473952774818,17.611329031326935,74.54987621399151,71.85394356675397
72.20431365325891,14.911655341547743,13.974750047321304,76.04514483025963,71.23970577329747
69.41981324573406,17.26433974152953,20.473269996146332,75.13962470184885,67.97893909884564
66.86631510292433,15.486140820274857,29.006796135409388,73.11354561699481,63.511680954716574
71.44301161045722,17.506013444282427,16.230680656834416,73.03484646198494,71.46709031326
71.2118345423401,20.123919693215527,15.618460744275644,78.99669383960526,64.54030008444404
74.91486201652216,18.87064201690387,20.44451611544836,77.62187145829078,72.06942515288021
67.05194348451555,13.27034015325991,10.254388221637909,70.90007160069628,67.2902615234193
72.05975280757382,14.692186071398208,17.433667963440595,73.37260241224462,72.1296623281051
75.56843843837315,14.535299041783494,23.284552206988554,81.36997422415607,70.67822661614657
74.35660643559015,12.428856244308024,24.435969373479296,76.83219124050927,72.44316127103326
74.27808345927274,11.84637572778901,9.33184745523442,75.18455579155389,74.21925232387441
64.90061777507093,16.05309406579762,20.804972788358047,77.97224554200844,68.01642376640132
70.63861865894155,11.330977052667754,17.584313701752816,76.51963376062444,72.32911215045027
72.24408617240138,19.276325979812448,19.101555336586877,76.7383252115198,77.74407738907252
63.61523853611244,13.4959879031181,18.846687070856,73.1612251735895,73.72492308799119
70.01009180711418,10.05044345348996,27.061304024829433,75.24634426593005,71.79787941964082
70.48759820182076,12.690243720099504,20.616815428338967,75.95659309288033,66.69355542179163
68.58452148789993,17.008689542908176,34.37566414187825,74.82480643652185,69.39853842230167
70.76567863289624,17.79135861855227,22.301897407457986,78.84077406946564,65.0382076036403
65.44890941726555,15.585263067658834,17.917139871260826,70.67674162648835,72.9344151366406
