x1,x2,y
48.931140820960074,1.2530636615855129,106.07474513691801
59.48100282417941,29.141863587593065,124.55797876676901
38.92585429418659,13.821306896543495,92.57063189643196
61.39332572708097,40.446361530320175,121.91999212205116
28.355345475871474,1.8243653893900535,74.60242651749802
86.60069482742325,3.288355533523241,201.22927209102932
77.86062919931065,13.734563153326517,162.8551406364696
82.08253439439687,48.91091768332386,123.55423455104311
25.076098298609196,0.5767624414352468,66.23053176012327
48.74424144445116,24.218414479497387,95.04486425314059
75.66550552351573,25.791060292152483,143.46743079272002
10.477632002954847,7.914327941260496,35.997667571506625
62.84097957224255,29.339924681999925,118.18696618443998
85.76851843869187,48.88189791634149,143.80157479819886
67.95807520659605,36.079656783217004,118.4923161558169
71.97469480394938,39.480242651679845,121.13268950110879
79.12776468883,48.94140387622876,131.2699712137979
21.532692430529632,42.43774764726045,21.07390180858185
71.17396648024598,44.02732356486661,129.51818195097738
98.13269164374634,17.830560206617047,187.2858087643802
71.01266938191941,32.48274830402789,124.29706340686946
15.73198825160998,32.80214564939507,27.25766041713712
23.519243887449203,38.38668730035671,37.47029126528968
63.03430695767256,29.53310037253591,111.70423138495725
94.56201540456868,30.154460442674853,173.717983194979
64.28810920647118,35.64919352493327,133.6205779120333
71.32369815584305,26.426687767862955,129.70952369122867
63.989798660371214,40.70179577704251,109.97522034302966
64.66099463851612,22.9532715569326,134.636367849862
83.62865925770038,7.9516716876525955,177.01853726753527
66.64194842578905,43.68673009327515,103.64048700779202
43.29979164021078,15.924985375813172,76.58925267234108
70.85100821797883,13.25784855591085,144.81211003556086
20.295330167921982,33.34124577515162,39.57746504950615
40.67265555763938,28.42421422631565,71.1135222961018
66.21082543334663,14.42927756547203,121.5371690697832
82.15097527155623,0.23642166294626232,172.7533116881839
29.2316706368623,0.4453492602580822,83.20046153026412
58.9742328814392,9.756351530711349,127.33926073001989
40.521869393987856,36.206407317953385,58.043623026377624
60.72965330679645,41.46897279077771,90.61895952178652
54.2730662929871,41.536952913009195,87.47794274046501
39.83682295272821,0.9888988481708716,88.99008184955848
96.56960455923581,46.418464837415925,156.14527166041435
32.31693912118421,27.513309168653972,58.57677709338814
38.319816268243414,13.391342426665604,87.50642695286051
17.243154283475743,41.08330700158197,23.647069230735376
76.79398569702617,22.205018142067434,153.58087705444493
35.26204334222787,33.14324403918067,76.80691513696908
76.00745482960276,41.54892156968395,117.1113408953701
46.362447355804534,21.848610396923068,109.08652879734146
18.00398972992086,28.86193099122105,41.868695976090066
88.0629818961366,14.01020853855879,185.11736205851565
23.074269970315832,1.1511984729793034,67.91697958710567
89.77685148247055,20.23248992613983,169.58286691214346
20.29224535609051,21.322881345441164,51.447896027251545
