t,E,M
0.6130653266331658,0.00019533681692588366,0.0014740221408938515
0.6231155778894473,0.0001912578319945574,0.0014325986649278988
0.6331658291457286,0.00018721742282832852,0.001417958723937847
0.6432160804020101,0.0001827185685487036,0.0013809288505668605
0.6532663316582915,0.0001789776906628806,0.0013651081618233586
0.6633165829145728,0.0001753853312053513,0.0013286935395810588
0.6733668341708543,0.00017250163054224665,0.0012766989420225853
0.6834170854271356,0.00016865482358720927,0.0012892964824436086
0.6934673366834171,0.00016559259325761054,0.0012404442373706462
0.7035175879396985,0.00016279946226955842,0.0011975815004815942
0.7135678391959799,0.000160789407266579,0.001164630253308998
0.7236180904522613,0.00015792927657749375,0.001129781202764622
0.7336683417085427,0.00015446834239368797,0.0011032074139213496
0.7437185929648241,0.0001517636724559536,0.001099180752502589
0.7537688442211056,0.0001498437203562194,0.0010679414907256676
0.7638190954773869,0.00014826088945449716,0.001030144005858433
0.7738693467336684,0.00014715921574111402,0.0010353788654421166
0.7839195979899498,0.0001456295466333602,0.000973746253578271
0.7939698492462312,0.0001437174796203932,0.0009720690152780662
0.8040201005025126,0.00014257320524880298,0.0009628292213443451
0.8140703517587939,0.0001411584157310454,0.0008822816451409571
0.8241206030150754,0.00013975019989181117,0.0008871591254217991
0.8341708542713568,0.00013850709218327542,0.0009250963043336873
0.8442211055276382,0.00013783995062558878,0.0008268640563964662
0.8542713567839196,0.00013637127776165906,0.0008712624303309896
0.864321608040201,0.0001349184556355526,0.0007865907004738381
0.8743718592964824,0.00013390964598729895,0.0008127772042173048
0.8844221105527639,0.0001329582949736858,0.0007514408774427345
0.8944723618090452,0.00013176190270078873,0.0007481424767067761
0.9045226130653267,0.0001305904587581702,0.0007391393292022192
0.914572864321608,0.0001299698271505282,0.0007181808446197965
0.9246231155778895,0.00012977842505582996,0.0007496171693452955
0.9346733668341709,0.0001293796020962413,0.0007295335551876897
0.9447236180904522,0.0001290096592361455,0.0007162396568995044
0.9547738693467337,0.0001289016488494851,0.0006819790583764778
0.964824120603015,0.00012753443502951277,0.0007117264348414671
0.9748743718592965,0.00012639288387085687,0.0006803431399960888
0.9849246231155779,0.00012560475367519498,0.0006464660938628906
0.9949748743718593,0.00012465034740023157,0.000592882933727745
1.0050251256281406,0.00012380610288786366,0.0006329005080574137
1.015075376884422,0.00012341181215239246,0.0006202491567175808
1.0251256281407035,0.00012250052519190583,0.0005922080611675206
1.035175879396985,0.00012194885855765339,0.0005997936097844372
1.0452261306532664,0.00012077923077643818,0.0005908601273555559
1.0552763819095476,0.00012005789527194977,0.0005484794505560669
1.065326633165829,0.00012028378229870571,0.0005643700690129497
1.0753768844221105,0.00011977256961141674,0.0005480988204936747
1.085427135678392,0.00011962537840436632,0.0005376458064512259
1.0954773869346734,0.00011964799423449486,0.0005088421272568287
1.105527638190955,0.00011920624026883237,0.0004963233049844853
1.1155778894472361,0.0001192068413832862,0.0005051518372240753
1.1256281407035176,0.00011907514261293086,0.0005361811169306283
1.135678391959799,0.00011914932052424463,0.0005548940193721148
1.1457286432160805,0.00011870229909203363,0.00046614618506186976
1.155778894472362,0.00011794471279312531,0.0004379697121674659
1.1658291457286432,0.00011736496937029397,0.0004519399973232168
1.1758793969849246,0.00011698214796695397,0.0004299393894234467
1.185929648241206,0.0001170450001356052,0.00043550239571772377
1.1959798994974875,0.00011682066170577013,0.0004531454648340153
1.206030150753769,0.00011652687007579405,0.000407243399265955
1.2160804020100502,0.00011632858576625897,0.00044656405764972846
1.2261306532663316,0.00011664947428921027,0.0004458551645517026
1.236180904522613,0.00011630722514424294,0.0004615988410472917
1.2462311557788945,0.00011680626529733706,0.0004648595163604094
1.256281407035176,0.00011621590900033522,0.00043456464145637534
1.2663316582914572,0.00011588550786421719,0.0004671618925090144
1.2763819095477387,0.00011613947383553549,0.0003788365182273576
1.2864321608040201,0.00011626372125422206,0.0003969567382842591
1.2964824120603016,0.00011584348449060479,0.00038881490366830167
1.306532663316583,0.00011572640429003333,0.00039196838614440413
1.3165829145728642,0.00011537366501402201,0.00040481405431668177
1.3266331658291457,0.00011564895377124315,0.0003598021071596386
1.3366834170854272,0.00011580354104362786,0.0004164610212542813
1.3467336683417086,0.00011546057610198821,0.00039903070602498466
1.35678391959799,0.00011556510602648273,0.0003671633402376723
1.3668341708542713,0.00011536708434087093,0.0003666663445260154
1.3768844221105527,0.00011529014848150173,0.00031967647124226615
1.3869346733668342,0.00011527064402426537,0.00027048072223505786
1.3969849246231156,0.00011500232980838426,0.00033862727323285847
1.407035175879397,0.00011513213477644288,0.0003471791333359306
1.4170854271356783,0.00011527840214902494,0.00034103171964184893
1.4271356783919598,0.00011541314392478813,0.0002978919192167381
1.4371859296482412,0.0001158214540181929,0.00031403762540903573
1.4472361809045227,0.0001156811748503048,0.00037689191631612787
1.4572864321608041,0.00011505829659447547,0.0003431079347328354
1.4673366834170853,0.00011483467332678195,0.000336750590141617
1.4773869346733668,0.0001148886118355054,0.00030614046282359997
1.4874371859296482,0.00011487259222507072,0.00033468788807810846
1.4974874371859297,0.00011508070563944098,0.0003483156590568264
1.5075376884422111,0.00011538127807411949,0.0003298763149025086
1.5175879396984926,0.00011531353454594256,0.00029250872527697815
1.5276381909547738,0.0001152498907149125,0.0003106552097010008
1.5376884422110553,0.00011483657280616701,0.0002734474864129721
1.5477386934673367,0.0001152325302366075,0.00028826115299148656
1.5577889447236182,0.00011511068608901066,0.0003127584832306076
1.5678391959798996,0.00011466204557887888,0.0002769199530758662
1.5778894472361809,0.00011420187495736009,0.0002838333113368617
1.5879396984924623,0.00011402239148980345,0.000331464609288506
1.5979899497487438,0.00011463176854367711,0.00028161811086459124
1.6080402010050252,0.00011492875245302606,0.00030753339025255073
1.6180904522613067,0.00011423980521699864,0.00027381152070732697
1.6281407035175879,0.00011417969214358343,0.00024700300887326284
1.6381909547738693,0.00011427523294336002,0.00027926080631335233
1.6482412060301508,0.00011451640053293174,0.0002666676775299868
1.6582914572864322,0.00011464496363541739,0.00021575938843354444
1.6683417085427137,0.00011438028595150583,0.00023822980846453603
1.678391959798995,0.00011453714989128988,0.00025994137864527493
1.6884422110552764,0.00011430806079794597,0.0003149024160501653
1.6984924623115578,0.00011340480729201882,0.0002523100780020449
1.7085427135678393,0.00011311467705695265,0.00026701991123317324
1.7185929648241207,0.0001128340906276655,0.00028532025320534985
1.728643216080402,0.00011320970551912589,0.0002738697436828782
1.7386934673366834,0.0001136266122378633,0.00025379749512725934
1.7487437185929648,0.00011320332688947967,0.00031323394079634957
1.7587939698492463,0.00011326801988680892,0.0003012182495966441
1.7688442211055277,0.00011329948821740849,0.00018748362332326888
1.778894472361809,0.00011272085258911943,0.0002875365319174264
1.7889447236180904,0.00011189553315065818,0.000273985269361547
1.7989949748743719,0.00011185460008248115,0.00028584928649217224
1.8090452261306533,0.00011190557461391429,0.0002582669043448804
1.8190954773869348,0.00011166424966735247,0.00027913400472197395
1.829145728643216,0.00011057658945720167,0.0003109184916825794
1.8391959798994975,0.00011056178914193289,0.00030351469009759924
1.849246231155779,0.00011032751041981727,0.00030487665933383605
1.8592964824120604,0.00010996908276889867,0.0002820443514950045
1.8693467336683418,0.00010983689880880124,0.0002772734474651278
1.879396984924623,0.00010938311380953303,0.00027696784540896704
1.8894472361809045,0.00010960482682038652,0.0002147959684092092
1.899497487437186,0.0001096069744377705,0.0003149012110888627
1.9095477386934674,0.0001093812203897894,0.00025354446873106874
1.9195979899497488,0.00010949211340433818,0.00025536906651021875
1.92964824120603,0.00010947752590055132,0.0002485201774609034
1.9396984924623115,0.00010886859826122943,0.0002583322306572503
1.949748743718593,0.00010880939067541631,0.0001804041780902952
1.9597989949748744,0.00010862506981511759,0.000249683655408781
1.9698492462311559,0.00010792741063575523,0.00020447469550409947
1.9798994974874373,0.00010766530107785336,0.00021218314385766022
1.9899497487437185,0.00010783462021717178,0.00018555161918229848
2.0,0.00010758567625528533,0.00018915194228590442
